Akun;Kelompok;Jenis;Objek;Rincian Objek;Sub Rincian Objek;Uraian Akun
5;1;01;05;10;012;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Pajak Air Tanah"
5;1;01;05;10;013;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Pajak Sarang Burung Walet"
5;1;01;05;10;014;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Pajak Mineral Bukan Logam
dan Batuan"
5;1;01;05;10;015;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Pajak Bumi dan Bangunan
Perdesaan dan Perkotaan"
5;1;01;05;10;016;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Bea Perolehan Hak atas Tanah
dan Bangunan"
5;1;01;05;11;;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Daerah bagi
KDH/WKDH"
5;1;01;05;11;001;"Belanja Insentif Pemungutan bagi
KDH/WKDH atas Retribusi Jasa Umum-Pelayanan Kesehatan"
5;1;01;05;11;002;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pelayanan Persampahan/Kebersihan"
5;1;01;05;11;003;"Insentif bagi atas Belanja KDH/WKDH
Retribusi Umum- Pemungutan Jasa
Pelayanan Pemakaman dan Pengabuan
Mayat"
5;1;01;05;11;004;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pelayanan Parkir di Tepi Jalan Umum"
5;1;01;05;11;005;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pelayanan Pasar"
5;1;01;05;11;006;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pengujian Kendaraan Bermotor"
5;1;01;05;11;007;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pemeriksaan Alat Pemadam Kebakaran"
5;1;01;05;11;008;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Penggantian Biaya Cetak Peta"
5;1;01;05;11;009;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Penyediaan dan/atau Penyedotan Kakus"
5;1;01;05;11;010;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pengolahan Limbah Cair"
5;1;01;05;11;011;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Jasa Umum-Pelayanan Tera/Tera Ulang"
5;1;01;05;11;015;Belanja
5;1;01;05;11;016;Belanja
5;1;01;05;11;017;Belanja
5;1;01;05;11;018;Belanja
5;1;01;05;11;019;Belanja
5;1;01;05;11;020;Belanja
5;1;01;05;11;022;Belanja
5;1;01;05;11;024;Belanja
5;1;01;05;11;025;Belanja
5;1;01;05;11;026;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol"
5;1;01;05;11;027;"Insentif bagi atas KDH/WKDH Belanja
Retribusi Tertentu- Perizinan Pemungutan
Izin untuk Menyediakan Pelayanan Trayek
Angkutan Umum"
5;1;01;05;11;028;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Perizinan Tertentu-Izin Usaha Perikanan"
5;1;01;05;11;029;"Belanja Insentif bagi KDH/WKDH atas
Pemungutan Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas"
5;1;01;05;11;030;"Insentif bagi KDH/WKDH atas Belanja
Retribusi Perizinan Tertentu- Pemungutan
Perpanjangan Izin Mempekerjakan Tenaga
Kerja (IMTA) kepada Pemberi Kerja Asing
Tenaga Kerja Asing"
5;1;01;06;;;"Belanja Penerimaan Lainnya Pimpinan DPRD
serta KDH/WKDH"
5;1;01;06;01;;Belanja Dana Operasional Pimpinan DPRD
5;1;01;06;01;001;Belanja Dana Operasional Pimpinan DPRD
5;1;01;06;02;;Belanja Dana Operasional KDH/WKDH
5;1;01;06;02;001;Belanja Dana Operasional KDH/WKDH
5;1;02;;;;Belanja Barang dan Jasa
5;1;02;01;;;Belanja Barang
5;1;02;01;01;;Belanja Bahan Pakai Habis
5;1;02;01;01;001;Belanja Alat Tulis Kantor
5;1;02;01;01;002;Belanja Dokumen/Administrasi Tender
5;1;02;01;01;003;Belanja Alat Listrik dan Elektronik
5;1;02;01;01;004;Belanja
5;1;02;01;01;005;"Belanja
Pembersih"
5;1;02;01;01;006;Belanja Bahan Bakar Minyak/Gas
5;1;02;01;01;007;"Belanja
Kebakaran"
5;1;02;01;01;008;Belanja Pengisian Tabung Gas
5;1;02;01;01;009;Belanja Alat Laboratorium
5;1;02;01;01;010;Belanja Alat Rumah Tangga Kantor
5;1;02;01;01;011;"Belanja
Lomba/Penghargaan/Suvenir"
5;1;02;01;01;012;Belanja
5;1;02;01;01;013;Belanja Perkakas Kerja
5;1;02;01;01;014;Belanja Alat Kesehatan Pakai Habis
5;1;02;01;01;015;"Belanja
Publikasi"
5;1;02;01;01;016;"Belanja
Umum"
5;1;02;01;01;017;Belanja Bahan Peraga
5;1;02;01;01;018;Belanja Tong Sampah
5;1;02;01;01;019;"Belanja Barang Pakai Habis Pendidikan dan
Keterampilan"
5;1;02;01;01;020;Belanja Barang Pakai Habis Kesehatan
5;1;02;01;01;021;Belanja Barang Pakai Habis Kebersihan
5;1;02;01;01;022;"Barang Belanja
Ketertiban"
5;1;02;01;01;023;"Belanja
Hidup"
5;1;02;01;01;024;"Belanja Barang Pakai Habis Penanggulangan
Bencana"
5;1;02;01;01;025;Belanja Barang Pakai Habis Olahraga
5;1;02;01;01;026;"Barang Belanja
Kebudayaan"
5;1;02;01;01;027;"Belanja Barang Pakai Habis Transportasi dan
Lalu Lintas"
5;1;02;01;01;028;"Barang Belanja
Kelautan"
5;1;02;01;01;029;"Barang Belanja
Perkebunan"
5;1;02;01;01;030;"Belanja Barang Pakai Habis Pertamanan dan
Pemakaman"
5;1;02;01;01;031;"Belanja
Tata Air"
5;1;02;01;01;032;Belanja Barang Pakai Habis Bangunan
5;1;02;01;01;033;"Barang Belanja
Jembatan"
5;1;02;01;01;034;Belanja Barang Pakai Habis Saluran
5;1;02;01;01;035;Belanja Barang Pakai Habis Sandang
5;1;02;01;01;036;Belanja Barang Pakai Habis Pangan
5;1;02;01;01;037;"Belanja
Informasi"
5;1;02;01;02;;Belanja Bahan/Material
5;1;02;01;02;001;Belanja Bahan Baku Bangunan
5;1;02;01;02;002;Belanja Bahan/Bibit Tanaman
5;1;02;01;02;003;Belanja Bibit Ternak
5;1;02;01;02;004;Belanja Bahan Obat-Obatan
5;1;02;01;02;005;Belanja Bahan Kimia
5;1;02;01;02;006;Belanja Bahan Laboratorium
5;1;02;01;02;007;Belanja Bahan dan Pangan
5;1;02;01;02;008;Belanja Bahan Makanan Ternak/Binatang
5;1;02;01;02;009;Belanja Bahan Percontohan
5;1;02;01;02;010;Belanja Ban Kendaraan Dinas Operasional
5;1;02;01;02;011;"Belanja
Khusus"
5;1;02;01;02;012;Belanja Ban Sepeda Motor Dinas Operasional
5;1;02;01;02;013;Belanja Ban Alat-Alat Berat
5;1;02;01;02;014;Belanja Aki Kendaraan Dinas Operasional
5;1;02;01;02;015;Belanja Aki Sepeda Motor Dinas Operasional
5;1;02;01;02;016;Belanja Aki Alat-Alat Berat
5;1;02;01;02;017;"Suku Belanja
Operasional"
5;1;02;01;02;018;Belanja
5;1;02;01;02;019;"Suku Belanja
Operasional"
5;1;02;01;02;020;Belanja Suku Cadang Alat-Alat Berat
5;1;02;01;02;021;"Belanja Suku Cadang Transportasi Laut dan
Sungai"
5;1;02;01;02;022;Belanja BBM Kendaraan Dinas Operasional
5;1;02;01;02;023;"Belanja
Khusus"
5;1;02;01;02;024;Belanja
5;1;02;01;02;025;Belanja BBM Alat-Alat Berat/Genset
5;1;02;01;02;026;Belanja BBM Transportasi Laut dan Sungai
5;1;02;01;02;027;Belanja BBG Kendaraan Bermotor
5;1;02;01;02;028;Belanja
5;1;02;01;02;029;"Belanja
Khusus"
5;1;02;01;02;030;Belanja Papan Nama Kepemilikan Aset
5;1;02;01;03;;Belanja Cetak/Penggandaan
5;1;02;01;03;001;Belanja Cetak
5;1;02;01;03;002;Belanja Penggandaan
5;1;02;01;04;;Belanja Makanan dan Minuman
5;1;02;01;04;001;"Belanja
Pegawai"
5;1;02;01;04;002;Belanja Makanan dan Minuman Rapat
5;1;02;01;04;003;Belanja Makanan dan Minuman Tamu
5;1;02;01;04;004;"Makanan Belanja
Peserta/Petugas/ Panitia"
5;1;02;01;04;005;Belanja Makanan dan Minuman Lembur
5;1;02;01;04;006;Belanja
5;1;02;01;05;;Belanja Pakaian Dinas dan Atributnya
5;1;02;01;05;001;Belanja Pakaian Dinas KDH dan WKDH
5;1;02;01;05;002;Belanja Pakaian Sipil Harian (PSH)
5;1;02;01;05;003;Belanja Pakaian Sipil Lengkap (PSL)
5;1;02;01;05;004;Belanja Pakaian Dinas Harian (PDH)
5;1;02;01;05;005;Belanja Pakaian Dinas Lapangan (PDL)
5;1;02;01;05;006;Belanja Pakaian Sipil Resmi (PSR)
5;1;02;01;06;;Belanja Pakaian Kerja
5;1;02;01;06;001;Belanja Pakaian Kerja Lapangan
5;1;02;01;06;002;Belanja Pakaian Kerja Laboratorium
5;1;02;01;06;003;Belanja Pakaian Kerja Bengkel
5;1;02;01;07;;"Belanja
Tertentu"
5;1;02;01;07;001;Belanja Pakaian KORPRI
5;1;02;01;07;002;Belanja Pakaian Adat Daerah
5;1;02;01;07;003;Belanja Pakaian Batik Tradisional
5;1;02;01;07;004;Belanja Pakaian Olahraga
5;1;02;01;07;005;Belanja Pakaian Paskibraka
5;1;02;01;07;006;Belanja Pakaian Jas/Safari
5;1;02;02;;;Belanja Jasa
5;1;02;02;01;;Belanja Jasa Kantor
5;1;02;02;01;001;"Belanja Jasa Penanggungjawab Pengelola
Keuangan"
5;1;02;02;01;002;Belanja Jasa Pengadaan Barang dan Jasa
5;1;02;02;01;003;Belanja Jasa Perangkat UKPBJ
5;1;02;02;01;004;"Belanja Jasa Pengelolaan BMD yang Tidak
Menghasilkan Pendapatan"
5;1;02;02;01;005;Belanja Jasa Pengurus/Penyimpan BMD
5;1;02;02;01;006;"Belanja Jasa Tim Pelaksana Kegiatan dan
Sekretariat Tim Pelaksana Kegiatan"
5;1;02;02;01;007;"Belanja Jasa Pemberi Keterangan Ahli, Saksi
Ahli dan Beracara"
5;1;02;02;01;008;Belanja Jasa Penyuluh Non ASN
5;1;02;02;01;009;Belanja Jasa Rohaniawan
5;1;02;02;01;010;"Belanja Jasa Narasumber/Moderator
/Pembawa Acara/Dirijen/Pembaca Doa"
5;1;02;02;01;011;Belanja Jasa Tenaga Pendidikan
5;1;02;02;01;012;Belanja Jasa Tenaga Kesehatan
5;1;02;02;01;013;Belanja Jasa Tenaga Pengamanan
5;1;02;02;01;014;Belanja Telepon
5;1;02;02;01;015;Belanja Air
5;1;02;02;01;016;Belanja Listrik
5;1;02;02;01;017;"Belanja Jasa Pengumuman
Lelang/Pemenang Lelang"
5;1;02;02;01;018;Belanja Surat Kabar/Majalah
5;1;02;02;01;019;Belanja Kawat/Faksimili/Internet/Pos
5;1;02;02;01;020;Belanja Paket/Pengiriman
5;1;02;02;01;021;Belanja Sertifikasi
5;1;02;02;01;022;"Belanja
Keuangan"
5;1;02;02;01;023;"Belanja Jasa Administrasi Pemungutan Pajak
Penerangan Jalan Umum"
5;1;02;02;01;024;"Belanja Jasa Administrasi Pemungutan Pajak
Bahan Bakar Kendaraan Bermotor"
5;1;02;02;01;025;Belanja Jasa Kebersihan (Cleaning Service)
5;1;02;02;01;026;Belanja Rekening Penerangan Jalan Umum
5;1;02;02;01;027;Belanja Jasa Pengukuran Tanah
5;1;02;02;01;028;Belanja Jasa Jalan/Tol
5;1;02;02;01;029;"Belanja
Air, dan"
5;1;02;02;01;030;Belanja Penambahan Daya
5;1;02;02;01;031;Belanja Registrasi/Keanggotaan
5;1;02;02;01;032;Belanja Perawatan Pasien Tidak Mampu
5;1;02;02;01;033;Belanja
5;1;02;02;01;034;"Belanja
Perizinan"
5;1;02;02;01;035;Belanja Jasa Pemindahan Benda Bersejarah
5;1;02;02;01;036;Belanja Pelayanan Santunan Sosial
5;1;02;02;01;037;Belanja SPP Siswa Kurang Mampu
5;1;02;02;01;038;"Belanja
Bencana"
5;1;02;02;01;039;Belanja Jasa Pengolahan Sampah
5;1;02;02;01;040;Belanja
5;1;02;02;01;041;Belanja Jasa Analisa Laboratorium
5;1;02;02;01;042;Belanja Jasa Operator Bus Sekolah
5;1;02;02;01;043;Belanja Jasa Pelayanan Pengisian BBG/BBM
5;1;02;02;01;044;Belanja
5;1;02;02;01;045;Belanja Jasa Pengurusan Perkara Hukum
5;1;02;02;01;046;Belanja Jasa Boga
5;1;02;02;01;047;Belanja Jasa Penyedia Tenaga Kerja
5;1;02;02;01;048;"Jasa Belanja
Keuangan"
5;1;02;02;01;049;Belanja
5;1;02;02;01;050;Belanja
5;1;02;02;01;051;Belanja
5;1;02;02;01;052;Belanja
5;1;02;02;01;053;Belanja Jasa Penjahitan/Konveksi
5;1;02;02;01;054;Belanja Jasa Impor/Ekspor
5;1;02;02;01;055;Belanja Jasa Penulisan dan Penerjemahan
5;1;02;02;01;056;Belanja Jasa Penyewaan
5;1;02;02;01;057;Belanja Jasa Penyelaman
5;1;02;02;01;058;Belanja Jasa Akomodasi
5;1;02;02;01;059;Belanja Jasa Angkutan Penumpang
5;1;02;02;01;060;Belanja Jasa Penyelenggaraan Acara
5;1;02;02;01;061;Belanja Jasa Pengelolaan Aset
5;1;02;02;01;062;Belanja Jasa Pelayanan Perpustakaan
5;1;02;02;01;063;Belanja Jasa Pelayanan Kearsipan
5;1;02;02;01;064;"Belanja Jasa Rawat Jalan (Khusus Pimpinan
Daerah)"
5;1;02;02;01;065;"Belanja
Daerah)"
5;1;02;02;01;066;"Belanja
Pimpinan"
5;1;02;02;01;067;"Belanja
(Khusus"
5;1;02;02;01;068;Belanja
5;1;02;02;01;069;"Perawatan Belanja
Pemeliharaan Kesehatan"
5;1;02;02;01;070;Belanja Pelayanan Keluarga Berencana
5;1;02;02;01;071;Belanja
5;1;02;02;01;072;Belanja Jasa Advokat Bidang Perdata
5;1;02;02;01;073;Belanja Jasa Advokat Bidang TUN
5;1;02;02;01;074;Belanja Jasa Advokat Bidang Pidana
5;1;02;02;01;075;Belanja Jasa Operator Teknisi
5;1;02;02;01;076;Belanja Pengolahan Air Limbah
5;1;02;02;01;077;Belanja
5;1;02;02;01;078;"Belanja
Informasi"
5;1;02;02;01;079;"Jasa Belanja
Kehumasan"
5;1;02;02;01;080;"Jasa Belanja
Kantor/Lapangan
Perjanjian/Perikatan"
5;1;02;02;01;081;Belanja Jasa Pemotongan Reklame
5;1;02;02;01;082;Belanja Jasa Operator Kapal Penyeberangan
5;1;02;02;01;083;Belanja Jasa Tiketing
5;1;02;02;01;084;Belanja Jasa Kontribusi Asosiasi
5;1;02;02;02;;Belanja Jasa Asuransi
5;1;02;02;02;001;Belanja Asuransi Kesehatan
5;1;02;02;02;002;Belanja Asuransi Barang Milik Daerah
5;1;02;02;03;;"Belanja
Parkir"
5;1;02;02;03;001;Belanja Sewa Rumah Jabatan/Rumah Dinas
5;1;02;02;03;002;Belanja Sewa Gedung/Kantor/Tempat
5;1;02;02;04;;Belanja Sewa Sarana Mobilitas
5;1;02;02;04;001;Belanja Sewa Sarana Mobilitas Darat
5;1;02;02;04;002;Belanja Sewa Sarana Mobilitas Air
5;1;02;02;04;003;Belanja Sewa Sarana Mobilitas Udara
5;1;02;02;05;;Belanja Sewa Alat Berat
5;1;02;02;05;001;Belanja Sewa Ekskavator
5;1;02;02;05;002;Belanja Sewa Buldoser
5;1;02;02;05;003;Belanja Sewa Dump Truck
5;1;02;02;05;004;Belanja Sewa Mesin Giling
5;1;02;02;05;005;Belanja Sewa Shovel Loader
5;1;02;02;05;006;Belanja Sewa Tyre Roler
5;1;02;02;05;007;Belanja Sewa Asphalt Finisher
5;1;02;02;05;008;Belanja Sewa Direksi Kit
5;1;02;02;05;009;Belanja Sewa Generator Set
5;1;02;02;05;010;Belanja Sewa Kontainer/Trailer
5;1;02;02;05;011;Belanja Sewa Crane
5;1;02;02;06;;"Belanja
Kantor"
5;1;02;02;06;001;Belanja Sewa Meja/Kursi
5;1;02;02;06;002;Belanja Sewa Komputer dan Printer
5;1;02;02;06;003;"Belanja
HDTV"
5;1;02;02;06;004;Belanja Sewa Tenda
5;1;02;02;06;005;Belanja Sewa Pakaian Adat/Tradisional
5;1;02;02;06;006;Belanja Sewa Mesin Fotokopi
5;1;02;02;07;006;"Belanja Jasa Konsultansi Manajemen/
Keuangan /SDM"
5;1;02;02;07;007;"Belanja Jasa Konsultansi Hukum/Politik/
Ekonomi /Sosial/Budaya"
5;1;02;02;07;008;"Belanja Jasa Konsultansi
Penilaian/Appraisal"
5;1;02;02;07;009;"Belanja Jasa Konsultansi Rekayasa
(Engineering)"
5;1;02;02;07;010;Belanja Jasa Konsultansi Perancangan
5;1;02;02;08;;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment)"
5;1;02;02;08;001;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur
Transportasi"
5;1;02;02;08;002;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Jalan"
5;1;02;02;08;003;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Sumber
Daya Air dan Irigasi"
5;1;02;02;08;004;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Air
Minum"
5;1;02;02;08;005;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Sistem
Pengelolaan Air Limbah Terpusat"
5;1;02;02;08;006;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Sistem
Pengelolaan Air Limbah Setempat"
5;1;02;02;08;007;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Sistem
Pengelolaan Persampahan"
5;1;02;02;08;008;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur
Telekomunikasi dan Informatika"
5;1;02;02;08;009;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur
Ketenagalistrikan"
5;1;02;02;08;010;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Minyak
dan Gas Bumi dan Energi Terbarukan"
5;1;02;02;08;011;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur"
5;1;02;02;08;012;Belanja
5;1;02;02;08;013;Belanja
5;1;02;02;08;014;"Sarana
Kesenian"
5;1;02;02;08;015;Belanja
5;1;02;02;08;016;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Pariwisata"
5;1;02;02;08;017;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Kesehatan"
5;1;02;02;08;018;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur Lembaga
Pemasyarakatan"
5;1;02;02;08;019;"Belanja Jasa Ketersediaan Layanan
(Availibility Payment) Infrastruktur
Perumahan Rakyat"
5;1;02;02;09;;Belanja Beasiswa Pendidikan PNS
5;1;02;02;09;001;Belanja Beasiswa Tugas Belajar S1
5;1;02;02;09;002;Belanja Beasiswa Tugas Belajar S2
5;1;02;02;09;003;Belanja Beasiswa Tugas Belajar S3
5;1;02;02;10;;Belanja
5;1;02;02;10;001;Belanja Kursus-Kursus Singkat/Pelatihan
5;1;02;02;10;002;Belanja Sosialisasi
5;1;02;02;10;003;Belanja Bimbingan Teknis
5;1;02;02;10;004;Belanja Diklat Kepemimpinan
5;1;02;02;11;;Belanja
5;1;02;02;11;001;Belanja
5;1;02;02;11;002;"Pemungutan
Bermotor"
5;1;02;02;11;003;"Belanja Jasa Insentif Pegawai Non ASN atas
Pemungutan Pajak Bahan Bakar Kendaraan
Bermotor"
5;1;02;02;11;004;"Belanja Jasa Insentif Pegawai Non ASN atas
Pemungutan Pajak Air Permukaan"
5;1;02;02;11;005;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Rokok"
5;1;02;02;11;006;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Hotel"
5;1;02;02;11;007;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Restoran"
5;1;02;02;11;008;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Hiburan"
5;1;02;02;11;009;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Reklame"
5;1;02;02;11;010;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Penerangan Jalan"
5;1;02;02;11;011;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Parkir"
5;1;02;02;11;012;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Air Tanah"
5;1;02;02;11;013;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Sarang Burung Walet"
5;1;02;02;11;014;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Mineral Bukan Logam
dan Batuan"
5;1;02;02;11;015;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Pajak Pajak Bumi dan
Bangunan Perdesaan dan Perkotaan"
5;1;02;02;11;016;"Belanja Insentif Pegawai Non ASN atas
Pemungutan Bea Perolehan Hak atas Tanah
dan Bangunan"
5;1;02;02;12;;"Belanja Jasa Insentif bagi Pegawai Non ASN
atas Pemungutan Retribusi Daerah"
5;1;02;02;12;001;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Kesehatan"
5;1;02;02;12;002;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Persampahan/Kebersihan"
5;1;02;02;12;003;"bagi Pegawai ASN Belanja Insentif atas Non
Retribusi Umum- Pemungutan Jasa
Pelayanan Pemakaman dan Pengabuan
Mayat"
5;1;02;02;12;004;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Parkir di Tepi Jalan Umum"
5;1;02;02;12;005;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Pasar"
5;1;02;02;12;006;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pengujian Kendaraan Bermotor"
5;1;02;02;12;007;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pemeriksaan Alat Pemadam Kebakaran"
5;1;02;02;12;008;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Penggantian Biaya Cetak Peta"
5;1;02;02;12;009;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Penyediaan dan/atau Penyedotan Kakus"
5;1;02;02;12;010;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pengolahan Limbah Cair"
5;1;02;02;12;011;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Tera/Tera Ulang"
5;1;02;02;12;012;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Umum-Pelayanan Pendidikan"
5;1;02;02;12;013;"bagi Pegawai atas Non ASN Belanja Insentif
Retribusi Jasa Umum- Pemungutan
Pengawasan dan Pengendalian Menara
Telekomunikasi"
5;1;02;02;12;014;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-"
5;1;02;02;12;015;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Pasar
Grosir dan/atau Pertokoan"
5;1;02;02;12;016;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Penyediaan Tempat Pelelangan"
5;1;02;02;12;017;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Terminal"
5;1;02;02;12;018;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Tempat
Khusus Parkir"
5;1;02;02;12;019;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Tempat
Penginapan/Pesanggrahan/Vila"
5;1;02;02;12;020;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Rumah
Potong Hewan"
5;1;02;02;12;021;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Pelayanan Kepelabuhan"
5;1;02;02;12;022;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Tempat
Rekreasi dan Olahraga"
5;1;02;02;12;023;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Penyeberangan Air"
5;1;02;02;12;024;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Jasa Usaha-Penjualan
Produksi Usaha Daerah"
5;1;02;02;12;025;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Perizinan Tertentu-Izin Mendirikan Bangunan"
5;1;02;02;12;026;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol"
5;1;02;02;12;027;"Insentif bagi ASN Pegawai atas Belanja Non
Retribusi Tertentu- Perizinan Pemungutan
Izin Trayek untuk Menyediakan Pelayanan"
5;1;02;02;12;028;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Perizinan Tertentu-Izin Usaha Perikanan"
5;1;02;02;12;029;"Belanja Insentif bagi Pegawai Non ASN atas
Pemungutan Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas"
5;1;02;02;12;030;"Insentif bagi ASN Pegawai atas Belanja Non
Retribusi Tertentu- Perizinan Pemungutan
Perpanjangan Izin Mempekerjakan Tenaga
Kerja Asing kepada Pemberi Kerja Tenaga
Kerja Asing"
5;1;02;03;;;Belanja Pemeliharaan
5;1;02;03;01;;Belanja Pemeliharaan Tanah
5;1;02;03;01;001;"Belanja Pemeliharaan Tanah-Tanah Persil-Tanah Bangunan Perumahan/Gedung
Tempat Tinggal"
5;1;02;03;01;002;"Belanja
Tanah"
5;1;02;03;01;003;Belanja
5;1;02;03;01;004;Belanja
5;1;02;03;01;006;Belanja
5;1;02;03;01;007;Belanja
5;1;02;03;01;008;Belanja
5;1;02;03;01;009;Belanja
5;1;02;03;01;010;Belanja
5;1;02;03;01;011;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Hutan"
5;1;02;03;01;012;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Tandus"
5;1;02;03;01;013;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Padang Alang-Alang/Rumput"
5;1;02;03;01;014;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Pertanian"
5;1;02;03;01;015;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Pertambangan"
5;1;02;03;01;016;"Belanja Pemeliharaan Tanah-Tanah Non
Persil-Tanah Non Persil Lainnya"
5;1;02;03;01;017;Belanja Pemeliharaan Tanah-Lapangan-Tanah Lapangan Olahraga
5;1;02;03;01;018;Belanja Pemeliharaan Tanah-Lapangan-Tanah Lapangan Parkir
5;1;02;03;01;019;Belanja Pemeliharaan Tanah-Lapangan-Tanah Lapangan Penimbunan Barang
5;1;02;03;01;020;Belanja Pemeliharaan Tanah-Lapangan-Tanah Lapangan Pemancar dan Studio Alam
